"Disease.genes.primaryIdentifier","Disease.genes.symbol","Disease.name","Disease.primaryIdentifier","Disease.genes.organism.name","Disease.dataSets.name"
"50617","ATP6V0A4","RENAL TUBULAR ACIDOSIS, DISTAL, 3, WITH OR WITHOUT SENSORINEURAL HEARING LOSS","OMIM:602722","Homo sapiens","OMIM diseases"
"50617","ATP6V0A4","RENAL TUBULAR ACIDOSIS, DISTAL, 3, WITH OR WITHOUT SENSORINEURAL HEARING LOSS","OMIM:602722","Homo sapiens","clinvar"
"50617","ATP6V0A4","RENAL TUBULAR ACIDOSIS, DISTAL, 3, WITH OR WITHOUT SENSORINEURAL HEARING LOSS","OMIM:602722","Homo sapiens","hpo-annotation"
"6521","SLC4A1","RENAL TUBULAR ACIDOSIS, DISTAL, 4, WITH HEMOLYTIC ANEMIA","OMIM:611590","Homo sapiens","OMIM diseases"
"6521","SLC4A1","RENAL TUBULAR ACIDOSIS, DISTAL, 4, WITH HEMOLYTIC ANEMIA","OMIM:611590","Homo sapiens","clinvar"
"6521","SLC4A1","RENAL TUBULAR ACIDOSIS, DISTAL, 4, WITH HEMOLYTIC ANEMIA","OMIM:611590","Homo sapiens","hpo-annotation"
"8671","SLC4A4","RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH OCULAR ABNORMALITIES AND MENTAL RETARDATION","OMIM:604278","Homo sapiens","OMIM diseases"
"8671","SLC4A4","RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH OCULAR ABNORMALITIES AND MENTAL RETARDATION","OMIM:604278","Homo sapiens","clinvar"
"8671","SLC4A4","RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH OCULAR ABNORMALITIES AND MENTAL RETARDATION","OMIM:604278","Homo sapiens","hpo-annotation"
"1636","ACE","RENAL TUBULAR DYSGENESIS","OMIM:267430","Homo sapiens","OMIM diseases"
"1636","ACE","RENAL TUBULAR DYSGENESIS","OMIM:267430","Homo sapiens","clinvar"
"1636","ACE","RENAL TUBULAR DYSGENESIS","OMIM:267430","Homo sapiens","hpo-annotation"
"183","AGT","RENAL TUBULAR DYSGENESIS","OMIM:267430","Homo sapiens","OMIM diseases"
"183","AGT","RENAL TUBULAR DYSGENESIS","OMIM:267430","Homo sapiens","clinvar"
"183","AGT","RENAL TUBULAR DYSGENESIS","OMIM:267430","Homo sapiens","hpo-annotation"
"185","AGTR1","RENAL TUBULAR DYSGENESIS","OMIM:267430","Homo sapiens","OMIM diseases"
"185","AGTR1","RENAL TUBULAR DYSGENESIS","OMIM:267430","Homo sapiens","clinvar"
"185","AGTR1","RENAL TUBULAR DYSGENESIS","OMIM:267430","Homo sapiens","hpo-annotation"
"5972","REN","RENAL TUBULAR DYSGENESIS","OMIM:267430","Homo sapiens","OMIM diseases"
"5972","REN","RENAL TUBULAR DYSGENESIS","OMIM:267430","Homo sapiens","clinvar"
"5972","REN","RENAL TUBULAR DYSGENESIS","OMIM:267430","Homo sapiens","hpo-annotation"
"27031","NPHP3","RENAL-HEPATIC-PANCREATIC DYSPLASIA 1","OMIM:208540","Homo sapiens","OMIM diseases"
"27031","NPHP3","RENAL-HEPATIC-PANCREATIC DYSPLASIA 1","OMIM:208540","Homo sapiens","clinvar"
"27031","NPHP3","RENAL-HEPATIC-PANCREATIC DYSPLASIA 1","OMIM:208540","Homo sapiens","hpo-annotation"
"284086","NEK8","RENAL-HEPATIC-PANCREATIC DYSPLASIA 2","OMIM:615415","Homo sapiens","OMIM diseases"
"284086","NEK8","RENAL-HEPATIC-PANCREATIC DYSPLASIA 2","OMIM:615415","Homo sapiens","clinvar"
"284086","NEK8","RENAL-HEPATIC-PANCREATIC DYSPLASIA 2","OMIM:615415","Homo sapiens","hpo-annotation"
"10084","PQBP1","RENPENNING SYNDROME 1","OMIM:309500","Homo sapiens","OMIM diseases"
"10084","PQBP1","RENPENNING SYNDROME 1","OMIM:309500","Homo sapiens","clinvar"
"10084","PQBP1","RENPENNING SYNDROME 1","OMIM:309500","Homo sapiens","hpo-annotation"
"22861","NLRP1","RESPIRATORY PAPILLOMATOSIS, JUVENILE RECURRENT, CONGENITAL","OMIM:618803","Homo sapiens","OMIM diseases"
"22861","NLRP1","RESPIRATORY PAPILLOMATOSIS, JUVENILE RECURRENT, CONGENITAL","OMIM:618803","Homo sapiens","clinvar"
"22861","NLRP1","RESPIRATORY PAPILLOMATOSIS, JUVENILE RECURRENT, CONGENITAL","OMIM:618803","Homo sapiens","hpo-annotation"
"153","ADRB1","RESTING HEART RATE, VARIATION IN","OMIM:607276","Homo sapiens","OMIM diseases"
"10269","ZMPSTE24","RESTRICTIVE DERMOPATHY, LETHAL","OMIM:275210","Homo sapiens","OMIM diseases"
"10269","ZMPSTE24","RESTRICTIVE DERMOPATHY, LETHAL","OMIM:275210","Homo sapiens","clinvar"
"10269","ZMPSTE24","RESTRICTIVE DERMOPATHY, LETHAL","OMIM:275210","Homo sapiens","hpo-annotation"
"4000","LMNA","RESTRICTIVE DERMOPATHY, LETHAL","OMIM:275210","Homo sapiens","OMIM diseases"
"4000","LMNA","RESTRICTIVE DERMOPATHY, LETHAL","OMIM:275210","Homo sapiens","clinvar"
"4000","LMNA","RESTRICTIVE DERMOPATHY, LETHAL","OMIM:275210","Homo sapiens","hpo-annotation"
"204","AK2","RETICULAR DYSGENESIS","OMIM:267500","Homo sapiens","OMIM diseases"
"204","AK2","RETICULAR DYSGENESIS","OMIM:267500","Homo sapiens","clinvar"
"204","AK2","RETICULAR DYSGENESIS","OMIM:267500","Homo sapiens","hpo-annotation"
"102","ADAM10","RETICULATE ACROPIGMENTATION OF KITAMURA","OMIM:615537","Homo sapiens","OMIM diseases"
"102","ADAM10","RETICULATE ACROPIGMENTATION OF KITAMURA","OMIM:615537","Homo sapiens","clinvar"
"102","ADAM10","RETICULATE ACROPIGMENTATION OF KITAMURA","OMIM:615537","Homo sapiens","hpo-annotation"
"3490","IGFBP7","RETINAL ARTERIAL MACROANEURYSM WITH SUPRAVALVULAR PULMONIC STENOSIS","OMIM:614224","Homo sapiens","OMIM diseases"
"3490","IGFBP7","RETINAL ARTERIAL MACROANEURYSM WITH SUPRAVALVULAR PULMONIC STENOSIS","OMIM:614224","Homo sapiens","clinvar"
"3490","IGFBP7","RETINAL ARTERIAL MACROANEURYSM WITH SUPRAVALVULAR PULMONIC STENOSIS","OMIM:614224","Homo sapiens","hpo-annotation"
"1282","COL4A1","RETINAL ARTERIES, TORTUOSITY OF","OMIM:180000","Homo sapiens","OMIM diseases"
"1282","COL4A1","RETINAL ARTERIES, TORTUOSITY OF","OMIM:180000","Homo sapiens","clinvar"
"1282","COL4A1","RETINAL ARTERIES, TORTUOSITY OF","OMIM:180000","Homo sapiens","hpo-annotation"
"5149","PDE6H","RETINAL CONE DYSTROPHY 3A","OMIM:610024","Homo sapiens","OMIM diseases"
"5149","PDE6H","RETINAL CONE DYSTROPHY 3A","OMIM:610024","Homo sapiens","clinvar"
"5149","PDE6H","RETINAL CONE DYSTROPHY 3A","OMIM:610024","Homo sapiens","hpo-annotation"
"169522","KCNV2","RETINAL CONE DYSTROPHY 3B","OMIM:610356","Homo sapiens","OMIM diseases"
"169522","KCNV2","RETINAL CONE DYSTROPHY 3B","OMIM:610356","Homo sapiens","clinvar"
"169522","KCNV2","RETINAL CONE DYSTROPHY 3B","OMIM:610356","Homo sapiens","hpo-annotation"
"93589","CACNA2D4","RETINAL CONE DYSTROPHY 4","OMIM:610478","Homo sapiens","OMIM diseases"
"93589","CACNA2D4","RETINAL CONE DYSTROPHY 4","OMIM:610478","Homo sapiens","clinvar"
"93589","CACNA2D4","RETINAL CONE DYSTROPHY 4","OMIM:610478","Homo sapiens","hpo-annotation"
"406987","MIR204","RETINAL DYSTROPHY AND IRIS COLOBOMA WITH OR WITHOUT CONGENITAL CATARACT","OMIM:616722","Homo sapiens","OMIM diseases"
"406987","MIR204","RETINAL DYSTROPHY AND IRIS COLOBOMA WITH OR WITHOUT CONGENITAL CATARACT","OMIM:616722","Homo sapiens","clinvar"
"406987","MIR204","RETINAL DYSTROPHY AND IRIS COLOBOMA WITH OR WITHOUT CONGENITAL CATARACT","OMIM:616722","Homo sapiens","hpo-annotation"
"6809","STX3","RETINAL DYSTROPHY AND MICROVILLUS INCLUSION DISEASE","OMIM:619446","Homo sapiens","OMIM diseases"
"6809","STX3","RETINAL DYSTROPHY AND MICROVILLUS INCLUSION DISEASE","OMIM:619446","Homo sapiens","clinvar"
"7275","TUB","RETINAL DYSTROPHY AND OBESITY","OMIM:616188","Homo sapiens","OMIM diseases"
"7275","TUB","RETINAL DYSTROPHY AND OBESITY","OMIM:616188","Homo sapiens","clinvar"
"7275","TUB","RETINAL DYSTROPHY AND OBESITY","OMIM:616188","Homo sapiens","hpo-annotation"
"9445","ITM2B","RETINAL DYSTROPHY WITH INNER RETINAL DYSFUNCTION AND GANGLION CELL ABNORMALITIES","OMIM:616079","Homo sapiens","OMIM diseases"
"9445","ITM2B","RETINAL DYSTROPHY WITH INNER RETINAL DYSFUNCTION AND GANGLION CELL ABNORMALITIES","OMIM:616079","Homo sapiens","clinvar"
"9445","ITM2B","RETINAL DYSTROPHY WITH INNER RETINAL DYSFUNCTION AND GANGLION CELL ABNORMALITIES","OMIM:616079","Homo sapiens","hpo-annotation"
"91452","ACBD5","RETINAL DYSTROPHY WITH LEUKODYSTROPHY","OMIM:618863","Homo sapiens","OMIM diseases"
"91452","ACBD5","RETINAL DYSTROPHY WITH LEUKODYSTROPHY","OMIM:618863","Homo sapiens","clinvar"
"91452","ACBD5","RETINAL DYSTROPHY WITH LEUKODYSTROPHY","OMIM:618863","Homo sapiens","hpo-annotation"
"55213","RCBTB1","RETINAL DYSTROPHY WITH OR WITHOUT EXTRAOCULAR ANOMALIES","OMIM:617175","Homo sapiens","OMIM diseases"
"55213","RCBTB1","RETINAL DYSTROPHY WITH OR WITHOUT EXTRAOCULAR ANOMALIES","OMIM:617175","Homo sapiens","clinvar"
"55213","RCBTB1","RETINAL DYSTROPHY WITH OR WITHOUT EXTRAOCULAR ANOMALIES","OMIM:617175","Homo sapiens","hpo-annotation"
"755","CFAP410","RETINAL DYSTROPHY WITH OR WITHOUT MACULAR STAPHYLOMA","OMIM:617547","Homo sapiens","OMIM diseases"
"755","CFAP410","RETINAL DYSTROPHY WITH OR WITHOUT MACULAR STAPHYLOMA","OMIM:617547","Homo sapiens","clinvar"
"755","CFAP410","RETINAL DYSTROPHY WITH OR WITHOUT MACULAR STAPHYLOMA","OMIM:617547","Homo sapiens","hpo-annotation"
"5950","RBP4","RETINAL DYSTROPHY, IRIS COLOBOMA, AND COMEDOGENIC ACNE SYNDROME","OMIM:615147","Homo sapiens","OMIM diseases"
"5950","RBP4","RETINAL DYSTROPHY, IRIS COLOBOMA, AND COMEDOGENIC ACNE SYNDROME","OMIM:615147","Homo sapiens","clinvar"
"5950","RBP4","RETINAL DYSTROPHY, IRIS COLOBOMA, AND COMEDOGENIC ACNE SYNDROME","OMIM:615147","Homo sapiens","hpo-annotation"
"51109","RDH11","RETINAL DYSTROPHY, JUVENILE CATARACTS, AND SHORT STATURE SYNDROME","OMIM:616108","Homo sapiens","OMIM diseases"
"51109","RDH11","RETINAL DYSTROPHY, JUVENILE CATARACTS, AND SHORT STATURE SYNDROME","OMIM:616108","Homo sapiens","clinvar"
"51109","RDH11","RETINAL DYSTROPHY, JUVENILE CATARACTS, AND SHORT STATURE SYNDROME","OMIM:616108","Homo sapiens","hpo-annotation"
"80216","ALPK1","RETINAL DYSTROPHY, OPTIC NERVE EDEMA, SPLENOMEGALY, ANHIDROSIS, AND MIGRAINE HEADACHE SYNDROME","OMIM:614979","Homo sapiens","OMIM diseases"
"80216","ALPK1","RETINAL DYSTROPHY, OPTIC NERVE EDEMA, SPLENOMEGALY, ANHIDROSIS, AND MIGRAINE HEADACHE SYNDROME","OMIM:614979","Homo sapiens","clinvar"
"80216","ALPK1","RETINAL DYSTROPHY, OPTIC NERVE EDEMA, SPLENOMEGALY, ANHIDROSIS, AND MIGRAINE HEADACHE SYNDROME","OMIM:614979","Homo sapiens","hpo-annotation"
"1259","CNGA1","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","OMIM diseases"
"1259","CNGA1","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","clinvar"
"1259","CNGA1","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","hpo-annotation"
"1406","CRX","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","OMIM diseases"
"1406","CRX","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","clinvar"
"1406","CRX","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","hpo-annotation"
"157657","CFAP418","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","OMIM diseases"
"157657","CFAP418","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","clinvar"
"157657","CFAP418","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","hpo-annotation"
"23746","AIPL1","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","OMIM diseases"
"23746","AIPL1","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","clinvar"
"23746","AIPL1","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","hpo-annotation"
"5148","PDE6G","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","OMIM diseases"
"5148","PDE6G","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","clinvar"
"5148","PDE6G","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","hpo-annotation"
"5949","RBP3","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","OMIM diseases"
"5949","RBP3","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","clinvar"
"5949","RBP3","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","hpo-annotation"
"6094","ROM1","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","OMIM diseases"
"6094","ROM1","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","clinvar"
"6094","ROM1","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","hpo-annotation"
"7401","CLRN1","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","OMIM diseases"
"7401","CLRN1","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","clinvar"
"7401","CLRN1","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","hpo-annotation"
"84100","ARL6","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","OMIM diseases"
"84100","ARL6","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","clinvar"
"84100","ARL6","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","hpo-annotation"
"9227","LRAT","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","OMIM diseases"
"9227","LRAT","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","clinvar"
"9227","LRAT","RETINITIS PIGMENTOSA","OMIM:268000","Homo sapiens","hpo-annotation"
"6101","RP1","RETINITIS PIGMENTOSA 1","OMIM:180100","Homo sapiens","OMIM diseases"
"6101","RP1","RETINITIS PIGMENTOSA 1","OMIM:180100","Homo sapiens","clinvar"
"6101","RP1","RETINITIS PIGMENTOSA 1","OMIM:180100","Homo sapiens","hpo-annotation"
"3614","IMPDH1","RETINITIS PIGMENTOSA 10","OMIM:180105","Homo sapiens","OMIM diseases"
"3614","IMPDH1","RETINITIS PIGMENTOSA 10","OMIM:180105","Homo sapiens","clinvar"
"3614","IMPDH1","RETINITIS PIGMENTOSA 10","OMIM:180105","Homo sapiens","hpo-annotation"
"26121","PRPF31","RETINITIS PIGMENTOSA 11","OMIM:600138","Homo sapiens","OMIM diseases"
"26121","PRPF31","RETINITIS PIGMENTOSA 11","OMIM:600138","Homo sapiens","clinvar"
"26121","PRPF31","RETINITIS PIGMENTOSA 11","OMIM:600138","Homo sapiens","hpo-annotation"
"23418","CRB1","RETINITIS PIGMENTOSA 12","OMIM:600105","Homo sapiens","OMIM diseases"
"23418","CRB1","RETINITIS PIGMENTOSA 12","OMIM:600105","Homo sapiens","clinvar"
"23418","CRB1","RETINITIS PIGMENTOSA 12","OMIM:600105","Homo sapiens","hpo-annotation"
"10594","PRPF8","RETINITIS PIGMENTOSA 13","OMIM:600059","Homo sapiens","OMIM diseases"
"10594","PRPF8","RETINITIS PIGMENTOSA 13","OMIM:600059","Homo sapiens","clinvar"
"10594","PRPF8","RETINITIS PIGMENTOSA 13","OMIM:600059","Homo sapiens","hpo-annotation"
"7287","TULP1","RETINITIS PIGMENTOSA 14","OMIM:600132","Homo sapiens","OMIM diseases"
"7287","TULP1","RETINITIS PIGMENTOSA 14","OMIM:600132","Homo sapiens","clinvar"
"7287","TULP1","RETINITIS PIGMENTOSA 14","OMIM:600132","Homo sapiens","hpo-annotation"
"762","CA4","RETINITIS PIGMENTOSA 17","OMIM:600852","Homo sapiens","OMIM diseases"
"762","CA4","RETINITIS PIGMENTOSA 17","OMIM:600852","Homo sapiens","clinvar"
"762","CA4","RETINITIS PIGMENTOSA 17","OMIM:600852","Homo sapiens","hpo-annotation"
"9129","PRPF3","RETINITIS PIGMENTOSA 18","OMIM:601414","Homo sapiens","OMIM diseases"
"9129","PRPF3","RETINITIS PIGMENTOSA 18","OMIM:601414","Homo sapiens","clinvar"
"9129","PRPF3","RETINITIS PIGMENTOSA 18","OMIM:601414","Homo sapiens","hpo-annotation"
"24","ABCA4","RETINITIS PIGMENTOSA 19","OMIM:601718","Homo sapiens","OMIM diseases"
"24","ABCA4","RETINITIS PIGMENTOSA 19","OMIM:601718","Homo sapiens","clinvar"
"24","ABCA4","RETINITIS PIGMENTOSA 19","OMIM:601718","Homo sapiens","hpo-annotation"
"6102","RP2","RETINITIS PIGMENTOSA 2","OMIM:312600","Homo sapiens","OMIM diseases"
"6102","RP2","RETINITIS PIGMENTOSA 2","OMIM:312600","Homo sapiens","clinvar"
"6102","RP2","RETINITIS PIGMENTOSA 2","OMIM:312600","Homo sapiens","hpo-annotation"
"6121","RPE65","RETINITIS PIGMENTOSA 20","OMIM:613794","Homo sapiens","OMIM diseases"
"6121","RPE65","RETINITIS PIGMENTOSA 20","OMIM:613794","Homo sapiens","clinvar"
"6121","RPE65","RETINITIS PIGMENTOSA 20","OMIM:613794","Homo sapiens","hpo-annotation"
"8481","OFD1","RETINITIS PIGMENTOSA 23","OMIM:300424","Homo sapiens","OMIM diseases"
"8481","OFD1","RETINITIS PIGMENTOSA 23","OMIM:300424","Homo sapiens","clinvar"
"8481","OFD1","RETINITIS PIGMENTOSA 23","OMIM:300424","Homo sapiens","hpo-annotation"
"346007","EYS","RETINITIS PIGMENTOSA 25","OMIM:602772","Homo sapiens","OMIM diseases"
"346007","EYS","RETINITIS PIGMENTOSA 25","OMIM:602772","Homo sapiens","clinvar"
"346007","EYS","RETINITIS PIGMENTOSA 25","OMIM:602772","Homo sapiens","hpo-annotation"
"375298","CERKL","RETINITIS PIGMENTOSA 26","OMIM:608380","Homo sapiens","OMIM diseases"
"375298","CERKL","RETINITIS PIGMENTOSA 26","OMIM:608380","Homo sapiens","clinvar"
"375298","CERKL","RETINITIS PIGMENTOSA 26","OMIM:608380","Homo sapiens","hpo-annotation"
"4901","NRL","RETINITIS PIGMENTOSA 27","OMIM:613750","Homo sapiens","OMIM diseases"
"4901","NRL","RETINITIS PIGMENTOSA 27","OMIM:613750","Homo sapiens","clinvar"
"4901","NRL","RETINITIS PIGMENTOSA 27","OMIM:613750","Homo sapiens","hpo-annotation"
"84140","FAM161A","RETINITIS PIGMENTOSA 28","OMIM:606068","Homo sapiens","OMIM diseases"
"84140","FAM161A","RETINITIS PIGMENTOSA 28","OMIM:606068","Homo sapiens","clinvar"
"84140","FAM161A","RETINITIS PIGMENTOSA 28","OMIM:606068","Homo sapiens","hpo-annotation"
"6103","RPGR","RETINITIS PIGMENTOSA 3","OMIM:300029","Homo sapiens","OMIM diseases"
"6103","RPGR","RETINITIS PIGMENTOSA 3","OMIM:300029","Homo sapiens","clinvar"
"6103","RPGR","RETINITIS PIGMENTOSA 3","OMIM:300029","Homo sapiens","hpo-annotation"
"25794","FSCN2","RETINITIS PIGMENTOSA 30","OMIM:607921","Homo sapiens","OMIM diseases"
"25794","FSCN2","RETINITIS PIGMENTOSA 30","OMIM:607921","Homo sapiens","clinvar"
"25794","FSCN2","RETINITIS PIGMENTOSA 30","OMIM:607921","Homo sapiens","hpo-annotation"
"10210","TOPORS","RETINITIS PIGMENTOSA 31","OMIM:609923","Homo sapiens","OMIM diseases"
"10210","TOPORS","RETINITIS PIGMENTOSA 31","OMIM:609923","Homo sapiens","clinvar"
"10210","TOPORS","RETINITIS PIGMENTOSA 31","OMIM:609923","Homo sapiens","hpo-annotation"
"23155","CLCC1","RETINITIS PIGMENTOSA 32","OMIM:609913","Homo sapiens","OMIM diseases"
"23155","CLCC1","RETINITIS PIGMENTOSA 32","OMIM:609913","Homo sapiens","clinvar"
"23155","CLCC1","RETINITIS PIGMENTOSA 32","OMIM:609913","Homo sapiens","hpo-annotation"
"23020","SNRNP200","RETINITIS PIGMENTOSA 33","OMIM:610359","Homo sapiens","OMIM diseases"
"23020","SNRNP200","RETINITIS PIGMENTOSA 33","OMIM:610359","Homo sapiens","clinvar"
"23020","SNRNP200","RETINITIS PIGMENTOSA 33","OMIM:610359","Homo sapiens","hpo-annotation"
"64218","SEMA4A","RETINITIS PIGMENTOSA 35","OMIM:610282","Homo sapiens","OMIM diseases"
"64218","SEMA4A","RETINITIS PIGMENTOSA 35","OMIM:610282","Homo sapiens","clinvar"
"64218","SEMA4A","RETINITIS PIGMENTOSA 35","OMIM:610282","Homo sapiens","hpo-annotation"
"768206","PRCD","RETINITIS PIGMENTOSA 36","OMIM:610599","Homo sapiens","OMIM diseases"
"768206","PRCD","RETINITIS PIGMENTOSA 36","OMIM:610599","Homo sapiens","clinvar"
"768206","PRCD","RETINITIS PIGMENTOSA 36","OMIM:610599","Homo sapiens","hpo-annotation"
"10002","NR2E3","RETINITIS PIGMENTOSA 37","OMIM:611131","Homo sapiens","OMIM diseases"
"10002","NR2E3","RETINITIS PIGMENTOSA 37","OMIM:611131","Homo sapiens","clinvar"
"10002","NR2E3","RETINITIS PIGMENTOSA 37","OMIM:611131","Homo sapiens","hpo-annotation"
"10461","MERTK","RETINITIS PIGMENTOSA 38","OMIM:613862","Homo sapiens","OMIM diseases"
"10461","MERTK","RETINITIS PIGMENTOSA 38","OMIM:613862","Homo sapiens","clinvar"
"10461","MERTK","RETINITIS PIGMENTOSA 38","OMIM:613862","Homo sapiens","hpo-annotation"
"7399","USH2A","RETINITIS PIGMENTOSA 39","OMIM:613809","Homo sapiens","OMIM diseases"
"7399","USH2A","RETINITIS PIGMENTOSA 39","OMIM:613809","Homo sapiens","clinvar"
"7399","USH2A","RETINITIS PIGMENTOSA 39","OMIM:613809","Homo sapiens","hpo-annotation"
"6010","RHO","RETINITIS PIGMENTOSA 4","OMIM:613731","Homo sapiens","OMIM diseases"
"6010","RHO","RETINITIS PIGMENTOSA 4","OMIM:613731","Homo sapiens","clinvar"
"6010","RHO","RETINITIS PIGMENTOSA 4","OMIM:613731","Homo sapiens","hpo-annotation"
"5158","PDE6B","RETINITIS PIGMENTOSA 40","OMIM:613801","Homo sapiens","OMIM diseases"
"5158","PDE6B","RETINITIS PIGMENTOSA 40","OMIM:613801","Homo sapiens","clinvar"
"5158","PDE6B","RETINITIS PIGMENTOSA 40","OMIM:613801","Homo sapiens","hpo-annotation"
"8842","PROM1","RETINITIS PIGMENTOSA 41","OMIM:612095","Homo sapiens","OMIM diseases"
"8842","PROM1","RETINITIS PIGMENTOSA 41","OMIM:612095","Homo sapiens","clinvar"
"8842","PROM1","RETINITIS PIGMENTOSA 41","OMIM:612095","Homo sapiens","hpo-annotation"
"55975","KLHL7","RETINITIS PIGMENTOSA 42","OMIM:612943","Homo sapiens","OMIM diseases"
"55975","KLHL7","RETINITIS PIGMENTOSA 42","OMIM:612943","Homo sapiens","clinvar"
"55975","KLHL7","RETINITIS PIGMENTOSA 42","OMIM:612943","Homo sapiens","hpo-annotation"
"5145","PDE6A","RETINITIS PIGMENTOSA 43","OMIM:613810","Homo sapiens","OMIM diseases"
"5145","PDE6A","RETINITIS PIGMENTOSA 43","OMIM:613810","Homo sapiens","clinvar"
"5145","PDE6A","RETINITIS PIGMENTOSA 43","OMIM:613810","Homo sapiens","hpo-annotation"
"5995","RGR","RETINITIS PIGMENTOSA 44","OMIM:613769","Homo sapiens","OMIM diseases"
"5995","RGR","RETINITIS PIGMENTOSA 44","OMIM:613769","Homo sapiens","clinvar"
"5995","RGR","RETINITIS PIGMENTOSA 44","OMIM:613769","Homo sapiens","hpo-annotation"
"1258","CNGB1","RETINITIS PIGMENTOSA 45","OMIM:613767","Homo sapiens","OMIM diseases"
"1258","CNGB1","RETINITIS PIGMENTOSA 45","OMIM:613767","Homo sapiens","clinvar"
"1258","CNGB1","RETINITIS PIGMENTOSA 45","OMIM:613767","Homo sapiens","hpo-annotation"
"3420","IDH3B","RETINITIS PIGMENTOSA 46","OMIM:612572","Homo sapiens","OMIM diseases"
"3420","IDH3B","RETINITIS PIGMENTOSA 46","OMIM:612572","Homo sapiens","clinvar"
"3420","IDH3B","RETINITIS PIGMENTOSA 46","OMIM:612572","Homo sapiens","hpo-annotation"
"6295","SAG","RETINITIS PIGMENTOSA 47","OMIM:613758","Homo sapiens","OMIM diseases"
"6295","SAG","RETINITIS PIGMENTOSA 47","OMIM:613758","Homo sapiens","clinvar"
"6295","SAG","RETINITIS PIGMENTOSA 47","OMIM:613758","Homo sapiens","hpo-annotation"
"2979","GUCA1B","RETINITIS PIGMENTOSA 48","OMIM:613827","Homo sapiens","OMIM diseases"
"2979","GUCA1B","RETINITIS PIGMENTOSA 48","OMIM:613827","Homo sapiens","clinvar"
"2979","GUCA1B","RETINITIS PIGMENTOSA 48","OMIM:613827","Homo sapiens","hpo-annotation"
"1259","CNGA1","RETINITIS PIGMENTOSA 49","OMIM:613756","Homo sapiens","OMIM diseases"
"1259","CNGA1","RETINITIS PIGMENTOSA 49","OMIM:613756","Homo sapiens","clinvar"
"1259","CNGA1","RETINITIS PIGMENTOSA 49","OMIM:613756","Homo sapiens","hpo-annotation"
"7439","BEST1","RETINITIS PIGMENTOSA 50","OMIM:613194","Homo sapiens","OMIM diseases"
"7439","BEST1","RETINITIS PIGMENTOSA 50","OMIM:613194","Homo sapiens","clinvar"
"7439","BEST1","RETINITIS PIGMENTOSA 50","OMIM:613194","Homo sapiens","hpo-annotation"
"123016","TTC8","RETINITIS PIGMENTOSA 51","OMIM:613464","Homo sapiens","OMIM diseases"
"123016","TTC8","RETINITIS PIGMENTOSA 51","OMIM:613464","Homo sapiens","clinvar"
"123016","TTC8","RETINITIS PIGMENTOSA 51","OMIM:613464","Homo sapiens","hpo-annotation"
"388939","PCARE","RETINITIS PIGMENTOSA 54","OMIM:613428","Homo sapiens","OMIM diseases"
"388939","PCARE","RETINITIS PIGMENTOSA 54","OMIM:613428","Homo sapiens","clinvar"
"388939","PCARE","RETINITIS PIGMENTOSA 54","OMIM:613428","Homo sapiens","hpo-annotation"
"84100","ARL6","RETINITIS PIGMENTOSA 55","OMIM:613575","Homo sapiens","OMIM diseases"
"84100","ARL6","RETINITIS PIGMENTOSA 55","OMIM:613575","Homo sapiens","clinvar"
"84100","ARL6","RETINITIS PIGMENTOSA 55","OMIM:613575","Homo sapiens","hpo-annotation"
"50939","IMPG2","RETINITIS PIGMENTOSA 56","OMIM:613581","Homo sapiens","OMIM diseases"
