NCBI GeneID,Protein Accession,Protein_length
34490,NP_723619.1,777
34506,NP_609465.1,138
34507,NP_001245963.1,136
34507,NP_001285817.1,136
34507,NP_609466.1,136
34508,NP_001285818.1,251
34508,NP_609467.1,251
34509,NP_609468.4,528
34510,NP_001285819.1,101
34510,NP_609469.1,101
34513,NP_001245964.1,121
34513,NP_001245965.1,121
34513,NP_609472.1,121
34517,NP_001260367.1,240
34517,NP_609476.1,192
34532,NP_001097146.1,499
34557,NP_001245978.1,733
34557,NP_001245979.2,745
34557,NP_001260375.1,844
34557,NP_001260376.1,682
34557,NP_001260377.1,455
34557,NP_001285836.1,439
34557,NP_523546.1,432
34557,NP_995684.2,817
34557,NP_995685.3,466
34559,NP_001285838.1,252
34559,NP_609499.1,252
34567,NP_001285841.1,174
34567,NP_001285842.1,174
34567,NP_609502.1,174
34576,NP_609508.1,248
34578,NP_001245991.1,332
34578,NP_477465.1,359
34578,NP_602306.1,359
34583,NP_001285844.1,704
34583,NP_001285845.1,1058
34583,NP_609511.3,1058
34584,NP_609512.1,182
34585,NP_001285846.1,367
34585,NP_609513.1,367
34588,NP_001260389.1,223
34588,NP_609516.2,220
34589,NP_001162956.1,215
34589,NP_609517.2,202
34605,NP_001285855.1,118
34605,NP_609526.1,118
34620,NP_001285860.1,571
34620,NP_001285861.1,571
34620,NP_609538.2,571
34628,NP_609546.1,270
34639,NP_609552.1,1354
34644,NP_609555.1,160
34650,NP_609560.2,429
34661,NP_001260418.1,426
34661,NP_609569.1,426
34671,NP_001285879.1,669
34671,NP_609577.2,669
34678,NP_609583.1,266
34682,NP_609587.1,206
34687,NP_609592.1,407
34693,NP_609594.2,282
34700,NP_609598.1,376
34705,NP_609603.1,392
34715,NP_609612.2,1710
34717,NP_609614.2,309
34723,NP_609620.1,166
34724,NP_001260438.1,184
34724,NP_609621.1,184
34732,NP_001097156.1,902
34732,NP_001097157.1,942
34732,NP_001162968.1,833
34732,NP_001162969.1,979
34732,NP_001162970.1,979
34732,NP_001246019.1,864
34732,NP_001246020.1,1007
34732,NP_001260440.1,2381
34732,NP_609629.1,918
34732,NP_609630.2,2246
34732,NP_723801.2,833
34732,NP_723802.2,756
34732,NP_723804.1,836
34738,NP_001260442.1,963
34738,NP_001369129.1,1003
34738,NP_609635.2,451
34738,NP_609637.3,663
34739,NP_001260443.1,281
34739,NP_609636.2,281
34755,NP_001285897.1,192
34755,NP_609650.1,192
34760,NP_609654.1,199
34764,NP_609657.2,109
34768,NP_609660.1,107
34769,NP_609661.3,237
34770,NP_609662.1,201
34771,NP_001260446.1,301
34771,NP_609663.2,301
34789,NP_609678.1,169
34802,NP_609684.1,250
34830,NP_788051.1,1166
34834,NP_001285929.1,511
34834,NP_609706.2,511
34848,NP_001285934.1,235
34848,NP_001285935.1,107
34848,NP_001285936.1,281
34848,NP_609714.1,281
34856,NP_609719.1,262
34870,NP_609731.1,1801
34898,NP_609748.1,292
34899,NP_609749.2,230
34901,NP_609750.1,438
34904,NP_609751.1,196
34911,NP_001246036.1,146
34911,NP_609754.2,146
34920,NP_001285960.1,550
34920,NP_001285961.1,550
34920,NP_609761.1,550
34931,NP_723933.1,1931
34932,NP_609768.1,332
34933,NP_001260475.1,405
34933,NP_609769.2,405
34935,NP_001356886.1,710
34938,NP_001285968.1,427
34938,NP_609771.2,427
34940,NP_609772.1,102
34948,NP_609777.1,302
34949,NP_609778.3,238
34959,NP_001246041.1,212
34959,NP_609785.1,204
34986,NP_001260505.1,159
34986,NP_609797.1,159
34988,NP_609799.1,796
35013,NP_001260518.1,842
35013,NP_609811.1,842
35015,NP_001260517.1,419
35015,NP_609812.1,473
35019,NP_001260521.1,484
35019,NP_609814.1,484
35022,NP_609817.1,308
35032,NP_001286007.1,422
35032,NP_609826.1,422
35033,NP_001260524.1,190
35033,NP_609827.1,190
35034,NP_001260525.1,287
35034,NP_609828.2,287
35040,NP_001286009.1,293
35040,NP_609833.1,293
35046,NP_609838.1,499
35048,NP_001246056.1,327
35048,NP_609839.2,327
35059,NP_609846.1,206
35072,NP_001286021.1,445
35072,NP_609856.4,489
35072,NP_724077.1,152
35072,NP_724079.2,396
35074,NP_609858.1,535
35075,NP_001286023.1,132
35075,NP_609859.2,132
35082,NP_001286027.1,112
35082,NP_609865.1,112
35122,NP_609895.2,307
35122,NP_724124.1,307
35134,NP_609906.1,116
35143,NP_724136.3,410
35161,NP_609928.1,345
35167,NP_001260551.1,115
35167,NP_001260552.1,115
35167,NP_001260553.1,115
35167,NP_609932.1,115
35177,NP_001097179.1,810
35177,NP_609937.1,810
35180,NP_609940.1,84
35185,NP_609943.1,154
35203,NP_724173.1,868
35208,NP_001260568.1,182
35208,NP_001260569.1,167
35208,NP_609956.1,182
35210,NP_609958.1,317
35239,NP_001286085.1,1361
35239,NP_609979.2,1361
35242,NP_001188850.1,228
35242,NP_001188851.1,228
35242,NP_001286086.1,228
35242,NP_609982.1,228
35242,NP_724208.1,228
35243,NP_724209.1,147
35244,NP_609984.2,377
35245,NP_001286087.1,177
35245,NP_609985.1,177
35247,NP_609986.1,239
35254,NP_609991.1,381
35262,NP_609998.1,3781
35270,NP_001260611.1,152
35270,NP_610004.1,152
35275,NP_788077.2,134
35280,NP_610014.1,133
35282,NP_001260614.1,251
35282,NP_610016.1,251
35303,NP_001286095.1,316
35303,NP_610029.2,316
35319,NP_610039.1,233
35321,NP_610041.1,215
35352,NP_001286114.1,276
35352,NP_610066.2,276
35354,NP_610068.2,246
35387,NP_001036372.2,493
35387,NP_610096.1,493
35410,NP_610110.1,134
35421,NP_001014497.1,975
35421,NP_001246127.1,1111
35421,NP_001260677.1,1100
35421,NP_610118.2,710
35421,NP_724355.2,1111
35421,NP_724356.2,1100
35421,NP_995742.2,1111
35431,NP_610125.1,463
35432,NP_610126.1,188
35434,NP_001286129.1,298
35434,NP_610128.2,298
35438,NP_610131.1,97
35440,NP_001260681.1,715
35440,NP_001260682.1,770
35440,NP_610133.3,770
35533,NP_610198.1,683
35541,NP_001246144.1,186
35541,NP_001260721.1,249
35541,NP_610204.1,224
35550,NP_610212.1,504
35556,NP_610214.2,166
35572,NP_610225.1,352
35591,NP_610238.2,118
35597,NP_610243.4,656
35630,NP_001286153.2,174
35631,NP_001286154.1,259
35631,NP_610258.2,259
35642,NP_788279.1,720
35647,NP_610265.1,681
35658,NP_001097207.1,197
35659,NP_001097208.1,138
35661,NP_001097209.1,134
35661,NP_001260767.1,134
35663,NP_001369064.1,148
35663,NP_610275.2,149
35669,NP_001260771.1,388
35669,NP_610280.1,388
35695,NP_610300.1,276
35705,NP_610307.2,420
35710,NP_610312.1,130
35727,NP_001097214.1,142
35727,NP_610323.2,87
35741,NP_610330.1,202
35741,NP_995776.1,197
35757,NP_001286175.1,189
35757,NP_001286176.1,189
35757,NP_001369065.1,171
35757,NP_610340.1,189
35763,NP_001286179.1,170
35763,NP_610344.2,287
35765,NP_001286180.1,303
35765,NP_610345.1,303
35778,NP_610350.2,417
35778,NP_724644.1,417
35803,NP_001286191.1,126
35803,NP_610367.1,126
35804,NP_001286192.1,86
35804,NP_610368.1,111
35805,NP_610369.1,109
35808,NP_610372.1,286
35809,NP_610373.2,255
35810,NP_610374.2,159
35811,NP_610375.2,305
35811,NP_724676.1,289
35840,NP_610393.1,112
35867,NP_610412.2,329
35879,NP_610416.1,77
35884,NP_610420.1,292
35888,NP_001286218.1,226
35888,NP_610422.2,227
35894,NP_001400997.1,251
35894,NP_610428.3,250
35896,NP_610430.1,113
35898,NP_610432.2,293
35898,NP_724730.2,335
35907,NP_610440.1,222
35912,NP_001286225.1,387
35912,NP_610445.1,387
35916,NP_001260813.1,729
35916,NP_001260814.1,705
35916,NP_001286227.1,725
35916,NP_610448.2,716
35957,NP_610480.2,875
35959,NP_001097239.2,775
35959,NP_001260822.1,775
35968,NP_610486.1,326
35987,NP_001097245.1,112
35987,NP_610502.1,142
35993,NP_610507.1,312
35993,NP_724815.1,312
36000,NP_610513.2,322
36004,NP_001260833.1,132
36004,NP_610515.1,132
36012,NP_610521.1,387
36026,NP_001260840.1,323
36026,NP_610532.1,323
36052,NP_610550.1,372
36056,NP_001246233.1,783
36056,NP_610553.1,703
36056,NP_724880.1,783
36056,NP_724881.1,703
36075,NP_001286273.1,112
36075,NP_610564.1,112
36077,NP_610565.2,285
36078,NP_001286275.1,250
36078,NP_001286276.1,193
36078,NP_610566.1,255
36091,NP_001246248.2,129
36091,NP_610577.3,129
36092,NP_610578.1,64
36092,NP_724921.1,64
36092,NP_724922.1,64
36093,NP_001188902.1,97
36093,NP_724924.1,73
36093,NP_724925.1,73
36096,NP_610581.1,156
36124,NP_001286290.1,237
36124,NP_610601.1,237
36169,NP_610638.1,100
36177,NP_610644.1,146
36178,NP_610645.1,135
36179,NP_610646.1,120
36180,NP_610647.1,113
36181,NP_610648.1,258
36182,NP_610649.1,116
36184,NP_610651.1,237
36190,NP_610656.1,527
36191,NP_610657.1,131
36192,NP_610658.1,127
36205,NP_001137644.1,162
36205,NP_001188907.1,140
36205,NP_610667.2,140
36205,NP_610668.1,65
36205,NP_725026.1,138
36222,NP_610675.1,81
36229,NP_001027404.2,325
36229,NP_610680.2,541
36245,NP_610690.1,180
36256,NP_610699.1,189
36287,NP_001286328.1,108
36287,NP_610720.1,207
36294,NP_610725.1,143
36297,NP_001260911.1,99
36297,NP_610728.1,99
36323,NP_610748.1,106
36324,NP_001260914.1,392
36324,NP_610749.3,392
36325,NP_610750.1,117
36326,NP_610751.2,191
36327,NP_001286336.1,317
36327,NP_995822.1,341
36327,NP_995823.1,360
36330,NP_001188909.1,370
36330,NP_001260915.1,361
36330,NP_001260916.1,364
36330,NP_001260917.1,415
36330,NP_001286338.1,370
36330,NP_001286339.1,509
36330,NP_001286340.1,370
36330,NP_610754.1,500
36338,NP_001163125.1,211
36338,NP_610762.2,211
36344,NP_610768.1,76
36346,NP_610770.1,236
36355,NP_610778.2,467
36359,NP_610782.1,246
36398,NP_001260923.1,370
36398,NP_001260924.1,370
36398,NP_610811.1,370
36398,NP_725220.1,370
36401,NP_001097291.1,136
36401,NP_610814.1,136
36423,NP_001163131.1,132
36423,NP_610825.2,132
36439,NP_610838.1,867
36446,NP_610841.1,123
36449,NP_788343.3,193
36457,NP_610846.2,204
36473,NP_001097301.1,251
36473,NP_001137648.1,452
36473,NP_610860.2,131
36473,NP_610861.2,332
36473,NP_725274.1,131
36473,NP_725275.1,131
36485,NP_610871.1,1503
36486,NP_725287.3,257
36486,NP_725288.1,257
36501,NP_610880.1,611
36503,NP_725310.1,375
36504,NP_610883.1,141
36516,NP_610893.1,125
36517,NP_610894.1,607
36518,NP_001286392.1,680
36518,NP_610895.1,680
36520,NP_610897.1,359
36522,NP_610898.1,1093
36528,NP_610903.2,152
36529,NP_001286393.1,155
36529,NP_001286394.1,155
36529,NP_610904.1,155
36529,NP_725328.1,155
36529,NP_725329.1,155
36529,NP_788349.1,155
36530,NP_001286395.1,340
36530,NP_610905.1,340
36534,NP_610909.2,912
36537,NP_610911.1,319
36549,NP_001286399.1,334
36549,NP_610919.1,334
36559,NP_001246316.1,157
36559,NP_610926.2,160
36594,NP_610954.1,280
36625,NP_610975.1,107
36626,NP_001286424.1,210
36626,NP_610976.1,224
36628,NP_610978.2,239
36629,NP_610979.1,316
36630,NP_001163151.1,800
36630,NP_001286425.1,859
36630,NP_001286426.1,357
36630,NP_610980.2,856
36631,NP_001260975.1,107
36631,NP_610981.1,107
36639,NP_001137670.1,680
36639,NP_610984.2,668
36639,NP_725414.1,668
36639,NP_725415.1,668
36650,NP_610993.1,122
36650,NP_725422.1,224
36665,NP_611003.2,504
36676,NP_611012.1,340
36676,NP_995839.2,240
36687,NP_611021.1,219
36701,NP_611031.3,212
36714,NP_001286460.1,1129
36714,NP_611040.2,1129
36719,NP_611044.1,521
36724,NP_001097329.1,178
36724,NP_001097330.1,186
36724,NP_001163159.1,203
36724,NP_001246341.1,208
36724,NP_001246342.1,213
36724,NP_001246343.1,197
36724,NP_001246344.1,179
36724,NP_001246345.1,200
36724,NP_001261002.1,169
36724,NP_001261003.1,176
36724,NP_001261004.1,180
36724,NP_611048.2,190
36724,NP_725475.2,179
36736,NP_001286466.1,733
36736,NP_611056.2,1263
36744,NP_788360.2,378
36770,NP_725520.3,314
36786373,NP_001350865.1,23
36787,NP_611090.1,368
36792,NP_001246362.1,253
36792,NP_611094.1,253
36799,NP_001286478.1,539
36799,NP_001286479.1,539
36799,NP_001286480.1,539
36799,NP_001286481.1,539
36799,NP_611099.2,539
36801,NP_611100.1,1051
36803,NP_611102.1,143
36811,NP_001286482.1,1388
36811,NP_001286483.1,1630
36811,NP_788375.1,1630
36814,NP_611108.1,51
36815,NP_611109.1,104
36816,NP_611110.2,378
36817,NP_611111.1,1227
36818,NP_611112.1,217
36834,NP_001286490.1,186
36834,NP_611124.1,186
36839,NP_611127.1,633
36841,NP_725583.1,359
36843,NP_611131.2,214
36859,NP_611142.3,436
36875,NP_611154.2,201
36899,NP_611168.2,469
36933,NP_611191.1,152
36934,NP_001286519.1,397
36934,NP_611192.1,397
36935,NP_001286520.1,198
36935,NP_611193.1,198
36938,NP_001286522.1,99
36938,NP_611196.2,99
36942,NP_611200.2,586
36943,NP_611201.2,128
36944,NP_611202.1,145
36958,NP_611211.3,237
37008,NP_611245.2,126
37013,NP_611250.1,194
37030,NP_611266.2,134
37032,NP_611268.1,624
37039,NP_611272.1,254
37045,NP_611275.2,199
37046,NP_611276.1,166
37051,NP_001286556.1,234
37051,NP_611279.1,234
37055,NP_611283.1,253
37056,NP_001286560.2,193
37056,NP_611284.2,193
37058,NP_611286.1,359
37064,NP_611292.2,1220
37064,NP_725747.1,742
37093,NP_611312.1,191
37094,NP_611313.1,188
37096,NP_001286568.1,126
37096,NP_611315.3,185
37097,NP_611316.2,190
37098,NP_001036558.1,119
37098,NP_001246404.1,119
37150,NP_001137702.1,721
37153,NP_611360.1,206
37173,NP_001261080.1,296
37173,NP_611378.1,296
37189,NP_001188974.1,415
37192,NP_611391.2,258
37195,NP_001014534.1,378
37195,NP_611394.3,389
37195,NP_725847.1,378
37253,NP_611433.3,867
37255,NP_663311.1,93
37256,NP_611435.1,191
37257,NP_001261095.1,242
37257,NP_611436.2,267
37258,NP_001286618.1,282
37258,NP_611437.2,253
37259,NP_611438.1,317
37268,NP_611446.3,145
37273,NP_611449.1,613
37280,NP_611455.1,266
37283,NP_611458.2,215
37296,NP_611467.1,813
37303,NP_611473.1,520
37307,NP_611477.1,168
37308,NP_611478.1,568
37308,NP_725961.1,558
37312,NP_611482.1,105
37315,NP_611485.1,476
37316,NP_611486.1,105
37317,NP_001246443.1,89
37317,NP_611487.1,114
37334,NP_611498.1,576
37343,NP_611507.1,149
37348,NP_611510.1,220
37349,NP_611511.3,425
37351,NP_611513.1,436
37354,NP_611516.2,225
37371,NP_001163220.1,119
37371,NP_611527.2,119
37373,NP_001286655.1,145
37373,NP_611529.1,145
37408,NP_001286663.1,113
37408,NP_611554.1,113
37416,NP_611560.1,219
37423,NP_611566.2,338
37453,NP_611586.1,444
37453,NP_726079.1,523
37459,NP_611591.3,204
37463,NP_001286685.1,445
37463,NP_611593.1,445
37469,NP_726099.1,208
37490,NP_611615.1,397
37496,NP_001246452.1,198
37496,NP_001286699.1,234
37496,NP_611620.2,190
37497,NP_611621.2,120
37509,NP_611630.1,404
37510,NP_001286702.1,393
37510,NP_611631.1,413
37513,NP_611633.2,464
37526,NP_001097407.1,217
37527,NP_611644.1,107
37533,NP_001286707.1,348
37533,NP_001286708.1,348
37533,NP_726172.1,348
37553,NP_611664.1,152
37558,NP_001163252.2,229
37558,NP_611668.1,229
37567,NP_001163254.2,492
37567,NP_611673.3,492
37574,NP_611679.1,111
37592,NP_611696.2,153
37593,NP_001286735.1,151
37593,NP_611697.1,151
37595,NP_726220.1,147
37597,NP_001246466.1,122
37597,NP_611701.1,122
37613,NP_611714.1,154
37641,NP_001246474.1,1148
37641,NP_523815.2,1335
37641,NP_726264.1,1335
37666,NP_611754.1,88
37667,NP_611755.2,190
37672,NP_611760.2,358
37675,NP_611763.2,98
37676,NP_611764.1,922
37680,NP_001286759.1,260
37680,NP_611768.1,260
37682,NP_611770.1,347
37683,NP_523819.2,193
37683,NP_726300.1,193
37685,NP_611772.2,336
37686,NP_611773.2,135
37688,NP_001286761.1,256
37688,NP_611774.1,283
37689,NP_001286762.1,172
37689,NP_611775.1,172
37691,NP_001286763.1,295
37691,NP_611777.3,292
37691,NP_726305.1,301
37692,NP_611778.1,898
37694,NP_611780.3,267
37698,NP_001163262.1,157
37698,NP_611784.2,157
37709,NP_001286766.1,245
37709,NP_611793.3,245
37709,NP_726324.3,332
37710,NP_001097434.1,232
37710,NP_001286767.1,223
37710,NP_001286768.1,208
37710,NP_611794.1,219
37713,NP_611796.1,171
37717,NP_611798.1,103
3771723,NP_001027338.1,136
3771724,NP_001027448.1,278
3771729,NP_001027348.1,136
3771730,NP_001027046.2,160
3771732,NP_001286512.1,225
3771732,NP_001286513.1,225
3771732,NP_001286514.1,175
3771733,NP_001027257.1,187
3771734,NP_001027290.1,256
3771736,NP_001027379.1,256
3771749,NP_001260386.1,129
3771749,NP_609507.1,129
3771771,NP_001027303.1,136
3771774,NP_001027356.1,124
3771783,NP_001027316.1,124
3771784,NP_001027167.1,195
3771785,NP_001027321.1,124
3771792,NP_001027328.1,136
3771798,NP_001027132.2,178
3771803,NP_001027364.1,256
3771809,NP_001027375.1,123
3771816,NP_001027304.1,256
3771818,NP_001027286.1,256
3771825,NP_001027165.1,168
3771838,NP_001027299.1,256
3771851,NP_001027147.1,182
3771854,NP_001027382.1,103
3771860,NP_001027409.1,185
3771864,NP_001027043.2,160
3771875,NP_001027214.1,180
3771879,NP_001027295.1,256
3771891,NP_001027360.1,123
3771892,NP_001027126.1,39
3771893,NP_001027284.1,103
37719,NP_611800.1,195
3771908,NP_001027293.1,103
3771910,NP_001027324.1,256
3771911,NP_001027334.1,256
3771912,NP_001027359.1,256
3771913,NP_001027260.3,189
3771914,NP_001027128.1,179
3771932,NP_001027120.1,179
3771935,NP_001027302.1,103
3771938,NP_001027307.1,103
3771941,NP_001027367.1,103
3771945,NP_001027217.1,178
3771946,NP_610740.1,141
3771947,NP_001027347.1,103
3771952,NP_001027047.2,160
3771957,NP_001027315.1,123
3771958,NP_001027168.1,164
3771959,NP_001027289.1,136
3771970,NP_001027256.1,181
3771981,NP_001027309.1,256
3771985,NP_001027155.1,1041
3771985,NP_001027156.1,1041
3771985,NP_001262386.1,1041
3771985,NP_001262387.1,1041
3771985,NP_001303499.1,1041
3771991,NP_001027369.1,256
3772004,NP_001027349.1,256
3772011,NP_001027258.1,178
3772013,NP_001027291.1,123
3772032,NP_001027343.1,136
3772047,NP_001027141.1,188
3772049,NP_001027136.1,190
3772054,NP_001027410.1,182
3772056,NP_001027282.1,256
3772058,NP_001027300.1,123
3772065,NP_001027131.1,175
3772073,NP_001027134.1,202
3772075,NP_001027329.1,256
3772077,NP_001027339.1,256
3772080,NP_001259711.1,292
3772080,NP_001259712.1,292
3772080,NP_608329.1,292
3772081,NP_001027380.1,123
3772083,NP_001027365.1,123
3772094,NP_001027305.1,123
3772096,NP_001027312.1,103
3772099,NP_001027287.1,123
37721,NP_611802.1,240
3772104,NP_001027335.1,123
3772105,NP_001027095.1,517
3772105,NP_001027096.1,517
3772111,NP_001027411.2,225
3772113,NP_001027372.1,103
3772129,NP_001027352.1,103
3772139,NP_001027376.1,124
3772140,NP_001287546.1,93
3772140,NP_001287547.1,93
3772140,NP_652260.1,93
3772148,NP_001027361.1,124
3772149,NP_001027285.1,136
3772159,NP_001027199.2,555
3772159,NP_001027200.2,555
3772159,NP_001163660.1,556
3772163,NP_001027294.1,136
3772166,NP_001027325.1,123
3772172,NP_001027342.1,103
3772173,NP_001027383.1,136
3772181,NP_001027169.1,183
3772191,NP_001027368.1,136
3772196,NP_001027097.1,495
3772196,NP_001027098.1,495
3772198,NP_001027308.1,136
3772203,NP_001027296.1,123
3772205,NP_001027146.4,185
3772211,NP_001027362.1,103
3772219,NP_001027406.1,183
3772225,NP_001027344.1,256
3772231,NP_001027373.1,136
3772248,NP_001027310.1,123
3772254,NP_001027297.1,103
3772257,NP_001027405.2,167
3772264,NP_001027370.1,123
3772265,NP_001027385.1,123
3772271,NP_001027340.1,123
3772276,NP_001027350.1,123
3772278,NP_001027381.1,124
3772282,NP_001027292.1,124
3772288,NP_001027396.1,40
3772289,NP_001027107.1,180
3772299,NP_001027283.1,123
3772311,NP_001027108.1,172
3772314,NP_001027322.1,103
3772317,NP_001027332.1,103
3772319,NP_001027357.1,103
3772322,NP_001027130.2,169
3772325,NP_001027317.1,103
3772334,NP_001027276.1,180
3772336,NP_001027330.1,123
3772345,NP_001027301.1,124
3772346,NP_001027366.1,124
3772351,NP_001027306.1,124
3772359,NP_001027445.1,63
3772360,NP_001027346.1,124
3772374,NP_001027318.1,136
3772380,NP_001027140.1,178
3772381,NP_001027397.1,178
3772383,NP_001284939.1,149
3772383,NP_727085.2,149
3772390,NP_001027121.3,175
3772409,NP_001027384.1,256
3772412,NP_001027253.1,690
3772423,NP_001027218.2,235
3772424,NP_001027145.3,178
3772436,NP_001027213.1,179
3772447,NP_001027326.1,124
3772448,NP_001027336.1,124
3772449,NP_001287548.1,103
3772449,NP_651500.1,103
3772451,NP_001027235.1,180
3772453,NP_001027092.1,309
3772453,NP_001027093.1,332
3772453,NP_001027094.1,332
3772464,NP_001027394.2,189
3772464,NP_001246160.1,189
3772489,NP_001027298.1,136
3772494,NP_001027273.1,173
3772496,NP_001027355.1,123
3772499,NP_001027143.1,179
3772502,NP_001027320.1,123
3772504,NP_001027166.1,212
3772505,NP_001027386.1,124
3772509,NP_001027337.1,103
3772513,NP_001368948.1,176
3772517,NP_001027378.1,136
3772518,NP_001027363.1,136
3772519,NP_001027327.1,103
3772524,NP_001027209.1,181
3772538,NP_001334686.1,151
3772541,NP_001027311.1,124
3772552,NP_001027333.1,136
3772556,NP_001027371.1,124
3772563,NP_001027259.1,158
3772565,NP_001027351.1,124
3772566,NP_001027123.1,383
3772566,NP_001261712.1,371
3772566,NP_001303393.1,383
3772575,NP_001027345.1,123
3772581,NP_001027374.1,256
3772600,NP_001027125.1,181
3772600,NP_001287049.1,175
3772603,NP_001027041.1,297
3772607,NP_001027323.1,136
3772611,NP_001027137.1,162
3772618,NP_001027341.1,124
3772619,NP_001027358.1,136
3772625,NP_001027129.2,178
3772632,NP_001027331.1,124
3772644,NP_001027042.2,160
3772652,NP_001027216.2,178
3772665,NP_001027314.1,256
3772691,NP_001027091.1,115
3772691,NP_612013.3,114
3772691,NP_728495.1,114
3772691,NP_728496.2,114
3772702,NP_001027354.1,256
3772708,NP_001027377.1,103
3772720,NP_001027393.1,191
37735,NP_611809.2,111
37749,NP_001137745.2,1555
37749,NP_611819.2,1555
37756,NP_611822.1,339
37758,NP_001286780.1,181
37758,NP_611823.2,181
37760,NP_611825.1,157
37765,NP_611830.3,176
37766,NP_001286782.1,296
37766,NP_611831.2,296
37771,NP_611835.1,344
37789,NP_611841.1,260
37797,NP_001246484.1,342
37797,NP_611849.1,314
37811,NP_611857.3,253
37813,NP_611858.2,202
37817,NP_001286800.1,266
37817,NP_611860.1,266
37845,NP_001097443.1,613
37855,NP_611882.1,81
37862,NP_611887.2,447
37863,NP_726425.3,272
37871,NP_001286829.1,1423
37871,NP_001286830.1,1423
37871,NP_001369116.1,1423
37871,NP_611893.3,1423
37877,NP_001014548.1,396
