NCBI_GeneID,Symbol,Description,Gene_Type,Transcripts,Transcript_Accession,Nomenclature ID,Nomenclature ID2,Chromosomes,Transcript_Genomic_Accession,Transcript_Genomic_Start,Transcript_Genomic_Stop,Orientation,Proteins,Protein_Accession,Synonyms
LOC40476,CG14459,uncharacterized protein,PROTEIN_CODING,2.0,NM_001369979.1,FBgn0037171,Dmel_CG14459,3L,NT_037436.4,22573114,22637916,minus,2.0,NP_001356912.1,Dmel\CG14459
LOC40477,ND-B14.5AL,NADH dehydrogenase (ubiquinone) B14.5 A subunit-like,PROTEIN_CODING,1.0,NM_141142.2,FBgn0037172,Dmel_CG6914,3L,NT_037436.4,22606369,22607126,plus,1.0,NP_649399.1,"BcDNA:AT13913,CG6914,Dmel\CG6914,dNDUFA7B,N4AM"
LOC40479,CG14457,uncharacterized protein,PROTEIN_CODING,3.0,NM_001014600.1,FBgn0037174,Dmel_CG14457,3L,NT_037436.4,22669956,22680034,plus,3.0,NP_001014600.1,"BcDNA:LP08817,CG18618,Dmel\CG14457"
LOC40480,CG14455,uncharacterized protein,PROTEIN_CODING,1.0,NM_141145.3,FBgn0037175,Dmel_CG14455,3L,NT_037436.4,22686360,22687087,minus,1.0,NP_649402.2,Dmel\CG14455
LOC40481,CG14456,uncharacterized protein,PROTEIN_CODING,2.0,NM_001144526.2,FBgn0037176,Dmel_CG14456,3L,NT_037436.4,22687222,22688288,plus,2.0,NP_001137998.1,Dmel\CG14456
LOC40482,CG14454,uncharacterized protein,PROTEIN_CODING,2.0,NM_141147.3,FBgn0037177,Dmel_CG14454,3L,NT_037436.4,22691674,22692528,minus,2.0,NP_649404.1,"BcDNA:RE01153,CT34135,Dmel\CG14454"
LOC40483,CG12546,uncharacterized protein,PROTEIN_CODING,1.0,NM_141148.3,FBgn0037178,Dmel_CG12546,3L,NT_037436.4,22693324,22693812,minus,1.0,NP_649405.2,"BcDNA:RE45259,Dmel\CG12546"
LOC40484,CG14453,uncharacterized protein,PROTEIN_CODING,1.0,NM_141149.3,FBgn0037179,Dmel_CG14453,3L,NT_037436.4,22694083,22694648,plus,1.0,NP_649406.2,"BcDNA:RE13473,Dmel\CG14453"
LOC40485,CG14452,uncharacterized protein,PROTEIN_CODING,1.0,NM_141150.2,FBgn0037180,Dmel_CG14452,3L,NT_037436.4,22695953,22696435,plus,1.0,NP_649407.1,"BcDNA:RE59202,Dmel\CG14452"
LOC40486,CG11370,uncharacterized protein,PROTEIN_CODING,2.0,NM_141151.3,FBgn0037181,Dmel_CG11370,3L,NT_037436.4,22712155,22713660,plus,2.0,NP_649408.1,Dmel\CG11370
LOC40487,ArfGAP3,ADP-ribosylation factor GTPase activating protein 3,PROTEIN_CODING,7.0,NM_001104194.2,FBgn0037182,Dmel_CG6838,3L,NT_037436.4,22714313,22717577,minus,7.0,NP_001097664.2,"AG2,arfgap1,CG6838,dArfGAP3,Dmel\CG6838"
LOC40488,CG14451,uncharacterized protein,PROTEIN_CODING,1.0,NM_141153.2,FBgn0037183,Dmel_CG14451,3L,NT_037436.4,22721230,22722091,minus,1.0,NP_649410.1,Dmel\CG14451
LOC40489,mael,maelstrom,PROTEIN_CODING,4.0,NM_176388.3,FBgn0016034,Dmel_CG11254,3L,NT_037436.4,22721203,22726234,plus,4.0,NP_788566.1,"CG11254,Dmel\CG11254,mae1,Mael,MAEL"
LOC40490,CG14450,uncharacterized protein,PROTEIN_CODING,2.0,NM_141154.4,FBgn0037184,Dmel_CG14450,3L,NT_037436.4,22726234,22727789,minus,2.0,NP_649411.1,Dmel\CG14450
LOC40491,CG11367,uncharacterized protein,PROTEIN_CODING,1.0,NM_141155.4,FBgn0037185,Dmel_CG11367,3L,NT_037436.4,22728111,22733446,plus,1.0,NP_649412.1,Dmel\CG11367
LOC40492,CG11241,uncharacterized protein,PROTEIN_CODING,3.0,NM_001316460.1,FBgn0037186,Dmel_CG11241,3L,NT_037436.4,22732013,22738420,minus,3.0,NP_001303389.1,Dmel\CG11241
LOC40495,SPoCk,Secretory Pathway Calcium atpase,PROTEIN_CODING,8.0,NM_001275291.1,FBgn0052451,Dmel_CG32451,3L,NT_037436.4,22749444,22787631,plus,8.0,NP_001262220.1,"anon-WO0118547.249,ATP2C1/2,ATP2CD1,CG14449,CG32451,CG7651,Dmel\CG32451,SPoCK"
LOC40497,CG14448,uncharacterized protein,PROTEIN_CODING,1.0,NM_141161.3,FBgn0037191,Dmel_CG14448,3L,NT_037436.4,22788439,22789247,plus,1.0,NP_649418.1,Dmel\CG14448
LOC40501,CG11226,uncharacterized protein,PROTEIN_CODING,1.0,NM_141163.2,FBgn0037195,Dmel_CG11226,3L,NT_037436.4,22837068,22838170,plus,1.0,NP_649420.2,"BcDNA:AT16729,Dmel\CG11226"
LOC40502,CG32459,uncharacterized protein,PROTEIN_CODING,1.0,NM_168968.2,FBgn0052459,Dmel_CG32459,3L,NT_037436.4,22854583,22856059,minus,1.0,NP_730752.1,"anon-WO0140519.31,CG8220,Dmel\CG32459"
LOC40503,CG13239,uncharacterized protein,PROTEIN_CODING,1.0,NM_141165.2,FBgn0037197,Dmel_CG13239,3L,NT_037436.4,22860787,22861490,plus,1.0,NP_649422.1,Dmel\CG13239
LOC40504,CG33169,uncharacterized protein,PROTEIN_CODING,2.0,NM_176390.1,FBgn0053169,Dmel_CG33169,3L,NT_037436.4,22863864,22864496,plus,2.0,NP_788568.1,"BcDNA:RH56317,CG8244,Dmel\CG33169,EP3524"
LOC40505,EMC4,ER membrane protein complex subunit 4,PROTEIN_CODING,2.0,NM_001316459.1,FBgn0037199,Dmel_CG11137,3L,NT_037436.4,22867175,22868243,minus,2.0,NP_001303388.1,"BcDNA:LD31024,CG11137,CT31141,Dmel\CG11137,emc4"
LOC40506,Arf1,ADP ribosylation factor 1,PROTEIN_CODING,8.0,NM_057607.6,FBgn0010348,Dmel_CG8385,3L,NT_037436.4,22868380,22872231,minus,8.0,NP_476955.1,"Arf,ARF-1,arf1,ARF1,ARF1_DROME,Arf79,Arf79f,Arf79F,CG8385,d-Arf1,dArf1,Darf1,dArf79F,dARF79F,dARFI,Dm Arf79F,Dmel\CG8385,P61209"
LOC40507,CG11109,uncharacterized protein,PROTEIN_CODING,2.0,NM_168974.2,FBgn0037200,Dmel_CG11109,3L,NT_037436.4,22872200,22873702,plus,2.0,NP_730761.1,"CT31087,Dmel\CG11109"
LOC40508,Chro,Chromator,PROTEIN_CODING,5.0,NM_001300221.1,FBgn0044324,Dmel_CG10712,3L,NT_037436.4,22873702,22878984,minus,5.0,NP_001287150.1,"anon-EST:fe2E3,CG10712,Chiz,Chr,Chriz,CHRIZ,CHRIZ/CHRO,chro,CHRO,Chro(Chriz),CHRO/CHRIZ,Dmel\CG10712,MRG15"
LOC40509,Ssl1,Suppressor of stem-loop mutation,PROTEIN_CODING,2.0,NM_141170.3,FBgn0037202,Dmel_CG11115,3L,NT_037436.4,22879089,22880963,plus,2.0,NP_649427.1,"CG11115,Dmel\CG11115,p44,ssl1,SSL1"
LOC40510,slif,slimfast,PROTEIN_CODING,3.0,NM_168977.2,FBgn0037203,Dmel_CG11128,3L,NT_037436.4,22881045,22893821,plus,3.0,NP_730764.1,"CG11128,Dmel\CG11128,Slif,SLIF,SLIMFAST"
LOC40511,CG11131,uncharacterized protein,PROTEIN_CODING,2.0,NM_001275299.1,FBgn0037204,Dmel_CG11131,3L,NT_037436.4,22898744,22900262,plus,2.0,NP_001262228.1,Dmel\CG11131
LOC40512,BoYb,Brother of Yb,PROTEIN_CODING,1.0,NM_141173.2,FBgn0037205,Dmel_CG11133,3L,NT_037436.4,22901912,22905470,plus,1.0,NP_649430.1,"boYb,CG11133,Dmel\CG11133"
LOC40513,CG12768,uncharacterized protein,PROTEIN_CODING,4.0,NM_001275301.1,FBgn0037206,Dmel_CG12768,3L,NT_037436.4,22910491,22923532,plus,4.0,NP_001262230.1,Dmel\CG12768
LOC40514,Mes2,Mesoderm-expressed 2,PROTEIN_CODING,2.0,NM_168979.4,FBgn0037207,Dmel_CG11100,3L,NT_037436.4,22945657,22952248,plus,2.0,NP_730768.1,"adfR,CG11100,Dmel\CG11100,mes-2,mes2,MES2"
LOC40515,nrm,neuromusculin,PROTEIN_CODING,6.0,NM_001259961.2,FBgn0262509,Dmel_CG43079,3L,NT_037436.4,22998372,23040300,plus,6.0,NP_001246890.1,"CG32458,CG41452,CG43079,CG8779,CT16082,Dmel\CG43079"
LOC40517,alpha-Cat,alpha Catenin,PROTEIN_CODING,2.0,NM_079495.3,FBgn0010215,Dmel_CG17947,3L,NT_037436.4,23318646,23338100,minus,2.0,NP_524219.1,"a-cat,a-Cat,alpha-cat,alpha-CAT,alpha-catenin,alpha-ctn,alphacat,alphaCat,alphaCAT,alphaCatenin,CG17947,CT39986,Dalpha-cat,Dalpha-Cat,DalphaC,Dalphacat,Dmcatp,Dmel\CG17947,LD30423p"
LOC40521,nAChRalpha4,nicotinic Acetylcholine Receptor alpha4,PROTEIN_CODING,6.0,NM_001104199.5,FBgn0266347,Dmel_CG12414,3L,NT_037436.4,23206669,23287448,plus,6.0,NP_001097669.2,"alpha4,anon-WO0138359.1,CG12414,CG17552,Dalpha4,Dmel\CG12414,nAChR,nAChR-alpha80B,nAChRa4,nAcRalpha-4,nAcRalpha-80,nAcRalpha-80B,nAcRaplha-80B,redeye,rye"
LOC40522,CG12581,uncharacterized protein,PROTEIN_CODING,2.0,NM_164313.2,FBgn0037213,Dmel_CG12581,3R,NT_033777.3,4174632,4186751,plus,2.0,NP_730781.1,Dmel\CG12581
LOC40524,beta-Man,beta-Mannosidase,PROTEIN_CODING,5.0,NM_141179.4,FBgn0037215,Dmel_CG12582,3R,NT_033777.3,4197206,4204572,plus,5.0,NP_649436.2,"CG12582,CG12583,Dmel\CG12582"
LOC40526,CG14636,uncharacterized protein,PROTEIN_CODING,2.0,NM_001043190.2,FBgn0037217,Dmel_CG14636,3R,NT_033777.3,4204493,4215314,minus,2.0,NP_001036655.1,Dmel\CG14636
LOC40527,aux,auxilin,PROTEIN_CODING,4.0,NM_164317.3,FBgn0037218,Dmel_CG1107,3R,NT_033777.3,4211783,4227518,plus,4.0,NP_730785.1,"anon-WO0118547.393,Aux,AUX,Auxilin,auxillin,Auxillin/DNAJC6,CG1107,dAux,Dmel\CG1107,DNAJC6,GAK"
LOC40528,DhpD,Dihydropterin deaminase,PROTEIN_CODING,1.0,NM_141182.3,FBgn0261436,Dmel_CG18143,3R,NT_033777.3,4227387,4229238,minus,1.0,NP_649439.1,"CG18143,Dmel\CG18143"
LOC40529,CG14641,uncharacterized protein,PROTEIN_CODING,1.0,NM_141183.4,FBgn0037220,Dmel_CG14641,3R,NT_033777.3,4230779,4232342,minus,1.0,NP_649440.3,"cg14641,Dmel\CG14641"
LOC40530,abs,abstrakt,PROTEIN_CODING,1.0,NM_079496.4,FBgn0015331,Dmel_CG14637,3R,NT_033777.3,4233047,4235041,plus,1.0,NP_524220.1,"ABS,anon-WO0118547.315,CG14637,DDX41,Dmel\CG14637,DmRH23,l(3)00620,l(3)04505,l(3)06862,l(3)06863"
LOC40532,CG14642,uncharacterized protein,PROTEIN_CODING,3.0,NM_001259972.2,FBgn0037222,Dmel_CG14642,3R,NT_033777.3,4241045,4242717,minus,3.0,NP_001246901.1,"Dmel\CG14642,SP29"
LOC40534,TwdlF,TweedleF,PROTEIN_CODING,1.0,NM_141186.4,FBgn0037224,Dmel_CG14639,3R,NT_033777.3,4247020,4248313,plus,1.0,NP_649443.1,"CG14639,Dmel\CG14639"
LOC40535,TwdlG,TweedleG,PROTEIN_CODING,3.0,NM_001300226.1,FBgn0037225,Dmel_CG14643,3R,NT_033777.3,4248723,4251341,minus,3.0,NP_001287155.1,"CG14643,Dmel\CG14643"
LOC40536,CG14644,uncharacterized protein,PROTEIN_CODING,2.0,NM_141188.5,FBgn0250821,Dmel_CG14644,3R,NT_033777.3,4251894,4253043,minus,2.0,NP_649445.3,"Dmel\CG14644,NEST:bs06h05"
LOC40537,TwdlV,TweedleV,PROTEIN_CODING,1.0,NM_141189.2,FBgn0037227,Dmel_CG14640,3R,NT_033777.3,4254708,4255833,plus,1.0,NP_649446.1,"CG14640,Dmel\CG14640"
LOC40538,CG1092,uncharacterized protein,PROTEIN_CODING,2.0,NM_164325.3,FBgn0037228,Dmel_CG1092,3R,NT_033777.3,4266770,4268316,plus,2.0,NP_730797.2,Dmel\CG1092
LOC40539,flip,flippy,PROTEIN_CODING,1.0,NM_001104202.2,FBgn0037229,Dmel_CG9766,3R,NT_033777.3,4269221,4277928,minus,1.0,NP_001097672.1,"CG9766,Dmel\CG9766"
LOC40540,Nepl11,Neprilysin-like 11,PROTEIN_CODING,1.0,NM_141192.3,FBgn0037230,Dmel_CG9780,3R,NT_033777.3,4292274,4294840,minus,1.0,NP_649449.1,"CG9780,Dmel\CG9780"
LOC40541,MP1,Melanization Protease 1,PROTEIN_CODING,3.0,NM_001316492.1,FBgn0027930,Dmel_CG1102,3R,NT_033777.3,4307908,4309835,plus,3.0,NP_001303421.1,"BEST:GH02921,CG1102,cSP25,Dmel\CG1102,proPO-AE,SP25"
LOC40542,Vps24,Vacuolar protein sorting 24,PROTEIN_CODING,2.0,NM_001316528.1,FBgn0037231,Dmel_CG9779,3R,NT_033777.3,4307435,4310947,minus,2.0,NP_001303457.1,"CG9779,Dmel\CG9779,DmVPS24,dvps24,ESCRT,vps24"
LOC40543,Suv3,Suv3 helicase,PROTEIN_CODING,2.0,NM_001316529.1,FBgn0037232,Dmel_CG9791,3R,NT_033777.3,4311555,4315398,plus,2.0,NP_001303458.1,"CG9791,Dmel\CG9791,dmsuv3,SUV3"
LOC40544,Syt14,Synaptotagmin 14,PROTEIN_CODING,3.0,NM_001275320.1,FBgn0261086,Dmel_CG9778,3R,NT_033777.3,4314455,4319069,minus,3.0,NP_001262249.1,"CG9778,Dmel\CG9778,dsyt14,Syt 14,syt14,SYT14,syt16,Syt16"
LOC40545,CG9795,uncharacterized protein,PROTEIN_CODING,4.0,NM_164338.3,FBgn0037234,Dmel_CG9795,3R,NT_033777.3,4319683,4326379,plus,4.0,NP_730812.3,Dmel\CG9795
LOC40546,CG9776,uncharacterized protein,PROTEIN_CODING,2.0,NM_141198.4,FBgn0027866,Dmel_CG9776,3R,NT_033777.3,4327814,4334071,minus,2.0,NP_649455.1,"BcDNA:LD19168,Dmel\CG9776"
LOC40547,CG1103,uncharacterized protein,PROTEIN_CODING,2.0,NM_141199.4,FBgn0037235,Dmel_CG1103,3R,NT_033777.3,4337755,4339914,plus,2.0,NP_649456.3,"anon-WO0118547.152,Dmel\CG1103"
LOC40548,Skp2,S-phase kinase-associated protein 2,PROTEIN_CODING,2.0,NM_164340.4,FBgn0037236,Dmel_CG9772,3R,NT_033777.3,4334879,4337674,minus,2.0,NP_730815.2,"153298_at,CG9772,Dmel\CG9772,dSkp2,F-box,FBXL1,SKP2"
LOC40549,hkb,huckebein,PROTEIN_CODING,1.0,NM_079497.4,FBgn0261434,Dmel_CG9768,3R,NT_033777.3,4345015,4346646,minus,1.0,NP_524221.1,"5953,anon-82B3,CG9768,Dmel\CG9768,gurt,Hkb,HKB"
LOC40551,CG1090,uncharacterized protein,PROTEIN_CODING,4.0,NM_001275323.1,FBgn0037238,Dmel_CG1090,3R,NT_033777.3,4359883,4366855,plus,4.0,NP_001262252.1,Dmel\CG1090
LOC40552,Sfxn1-3,Sideroflexin 1/3,PROTEIN_CODING,4.0,NM_141203.4,FBgn0037239,Dmel_CG11739,3R,NT_033777.3,4378600,4381210,plus,4.0,NP_649460.3,"anon-EST:Posey55,CG11739,Dmel\CG11739"
LOC40553,Cont,Contactin,PROTEIN_CODING,1.0,NM_141204.4,FBgn0037240,Dmel_CG1084,3R,NT_033777.3,4381306,4387018,plus,1.0,NP_649461.2,"CG1084,cont,CONT,CT1481,D-Axonin,DCONT,Dmel\CG1084"
LOC40554,tub,tube,PROTEIN_CODING,1.0,NM_001202235.2,FBgn0003882,Dmel_CG10520,3R,NT_033777.3,4387742,4389813,plus,1.0,NP_001189164.1,"CG10520,Dmel\CG10520,Tube,TUBE"
LOC40555,CG14646,uncharacterized protein,PROTEIN_CODING,2.0,NM_141205.3,FBgn0037241,Dmel_CG14646,3R,NT_033777.3,4390366,4392111,plus,2.0,NP_649462.1,"anon-WO0118547.373,Dmel\CG14646"
LOC40556,CG9855,uncharacterized protein,PROTEIN_CODING,2.0,NM_001275324.1,FBgn0037242,Dmel_CG9855,3R,NT_033777.3,4395979,4397875,minus,2.0,NP_001262253.1,Dmel\CG9855
LOC40557,CG9853,uncharacterized protein,PROTEIN_CODING,3.0,NM_001104210.1,FBgn0086605,Dmel_CG9853,3R,NT_033777.3,4398381,4402027,minus,3.0,NP_001097680.1,"BEST:LD21829,CG41469,Dmel\CG9853,Get4"
LOC40558,CG14647,uncharacterized protein,PROTEIN_CODING,1.0,NM_141208.5,FBgn0037244,Dmel_CG14647,3R,NT_033777.3,4400510,4402017,plus,1.0,NP_649465.6,Dmel\CG14647
LOC40559,lost,lost,PROTEIN_CODING,1.0,NM_141209.3,FBgn0263594,Dmel_CG14648,3R,NT_033777.3,4403076,4407182,plus,1.0,NP_649466.1,"anon-WO0118547.126,CG14648,Dmel\CG14648,growl,Growl,Lost,nev,nvd"
LOC40560,CG32944,uncharacterized protein,PROTEIN_CODING,3.0,NM_176397.5,FBgn0052944,Dmel_CG32944,3R,NT_033777.3,4407227,4419578,minus,3.0,NP_788574.3,"CG10532,CG9818,Dmel\CG32944"
LOC40562,srl,spargel,PROTEIN_CODING,3.0,NM_168996.5,FBgn0037248,Dmel_CG9809,3R,NT_033777.3,4422483,4429335,minus,3.0,NP_730835.2,"CG 9809,cg9809,CG9809,dh-PPRC1,Dmel\CG9809,DmPGC-1,DmPGC-1/spargel,DmPGC-1alpha,dPCG1alpha,dPGC,dPGC-1,dPGC-1alpha,dPGC1,PCG1-alpha,PGC-1,PGC-1-alpha,PGC-1alpha,PGC1,PGC1-alpha,Spargel,Srl"
LOC40563,eIF3a,eukaryotic translation initiation factor 3 subunit a,PROTEIN_CODING,2.0,NM_168999.3,FBgn0037249,Dmel_CG9805,3R,NT_033777.3,4429798,4433895,minus,2.0,NP_730838.3,"anon-WO0118547.261,CG9805,Dmel\CG9805,eIF3,eIF3 S10,eIF3-s10,eIF3-S10,EIF3-S10,MMAP140"
LOC40564,CG1074,uncharacterized protein,PROTEIN_CODING,1.0,NM_141214.5,FBgn0037250,Dmel_CG1074,3R,NT_033777.3,4433965,4436175,plus,1.0,NP_649471.3,"anon-WO0118547.308,Dmel\CG1074"
LOC40565,CG9804,uncharacterized protein,PROTEIN_CODING,2.0,NM_141215.2,FBgn0037251,Dmel_CG9804,3R,NT_033777.3,4436222,4437329,minus,2.0,NP_649472.1,Dmel\CG9804
LOC40566,CG14650,uncharacterized protein,PROTEIN_CODING,1.0,NM_141216.4,FBgn0037252,Dmel_CG14650,3R,NT_033777.3,4437387,4441328,plus,1.0,NP_649473.1,Dmel\CG14650
LOC40567,CG31522,uncharacterized protein,PROTEIN_CODING,7.0,NM_001275325.1,FBgn0051522,Dmel_CG31522,3R,NT_033777.3,4441415,4462883,minus,7.0,NP_001262254.1,"anon-WO0118547.381,BcDNA:GH22993,BcDNA:LD10305,CG9798,Dmel\CG31522"
LOC40568,sac,sterile affecting ciliogenesis,PROTEIN_CODING,1.0,NM_141218.3,FBgn0037254,Dmel_CG14651,3R,NT_033777.3,4480812,4484215,plus,1.0,NP_649475.3,"CG14651,Dmel\CG14651"
LOC40569,Fip1,Factor interacting with poly(A) polymerase 1,PROTEIN_CODING,1.0,NM_141219.2,FBgn0037255,Dmel_CG1078,3R,NT_033777.3,4485008,4487677,plus,1.0,NP_649476.1,"anon-EST:Liang-1.35,CG1078,clone 1.35,dFip1,Dmel\CG1078,FIP1"
LOC40574,Mur82C,Mucin related 82C,PROTEIN_CODING,1.0,NM_141224.2,FBgn0037260,Dmel_CG12586,3R,NT_033777.3,4541356,4543215,plus,1.0,NP_649481.2,"CG12586,Dmel\CG12586"
LOC40575,5-HT2A,5-hydroxytryptamine (serotonin) receptor 2A,PROTEIN_CODING,5.0,NM_169011.3,FBgn0087012,Dmel_CG1056,3R,NT_033777.3,4612870,4633304,plus,5.0,NP_730859.1,"5-HT,5-HT-2a,5-HT2,5-ht2Dro,5-HT2Dro,5-HT[2]Dro,5-HT[[2Dro]],5-HT[[2]],5-HT[[2]]Dro,5HT-dro[[1]],5HT-R82A,5HT2,5HT2-Dro,5HT2a,5HT2A,5HT2Dro,5HT[[2Dro]],CG1056,d5-HT2,d5-HT2A,Dm5-HT2A,Dm5-HT[[2A]],Dm5HT2,Dmel\CG1056,l(3)82CDb"
LOC40576,CG9775,uncharacterized protein,PROTEIN_CODING,4.0,NM_001275328.1,FBgn0037261,Dmel_CG9775,3R,NT_033777.3,4638010,4641838,minus,4.0,NP_001262257.1,Dmel\CG9775
LOC40577,MED31,Mediator complex subunit 31,PROTEIN_CODING,5.0,NM_141226.4,FBgn0037262,Dmel_CG1057,3R,NT_033777.3,4641963,4643292,plus,5.0,NP_649483.1,"BcDNA:GM28912,CG1057,Dmel\CG1057,dSOH1,dTRAP18,med31,Med31,p36,Trap18"
LOC40578,slx1,nuclease slx1,PROTEIN_CODING,1.0,NM_141227.3,FBgn0037263,Dmel_CG18271,3R,NT_033777.3,4641963,4644636,plus,1.0,NP_649484.3,"CG18271,Dmel\CG18271,Slx1,SLX1"
LOC40579,Dlip2,Dorsal interacting protein 2,PROTEIN_CODING,1.0,NM_079500.4,FBgn0040466,Dmel_CG9771,3R,NT_033777.3,4644649,4645655,minus,1.0,NP_524224.2,"CG9771,dip2,Dip2,DIP2,dmDIP2,Dmel\CG9771,sip4"
LOC40580,rpk,ripped pocket,PROTEIN_CODING,2.0,NM_001259980.2,FBgn0022981,Dmel_CG1058,3R,NT_033777.3,4645981,4648884,plus,2.0,NP_001246909.1,"CG1058,dGNaC1,Dmel\CG1058,GNaC1,ppk2,Rpk,RPK"
LOC40581,Karybeta3,Karyopherin beta 3,PROTEIN_CODING,2.0,NM_079502.3,FBgn0087013,Dmel_CG1059,3R,NT_033777.3,4649176,4654624,plus,2.0,NP_524226.1,"CG1059,Dmel\CG1059,Imp beta3,Karbeta3,Kary-beta3,karybeta3,l(3)82CDd,l(3)j3A4,l(3)j7E8"
LOC40582,spartin,spartin,PROTEIN_CODING,2.0,NM_141228.2,FBgn0037265,Dmel_CG12001,3R,NT_033777.3,4654800,4657985,plus,2.0,NP_649485.1,"CG12001,Dmel\CG12001,dSp,Spartin"
LOC40583,smash,smallish,PROTEIN_CODING,10.0,NM_001259983.2,FBgn0263346,Dmel_CG43427,3R,NT_033777.3,4659579,4712193,plus,10.0,NP_001246912.1,"anon-WO0140519.95,CG1054,CG1055,CG14653,CG18253,CG31531,CG31534,CG43427,Dmel\CG43427,Smash"
LOC40587,eIF3f1,eukaryotic translation initiation factor 3 subunit f1,PROTEIN_CODING,1.0,NM_141232.3,FBgn0037270,Dmel_CG9769,3R,NT_033777.3,4712882,4714182,minus,1.0,NP_649489.1,"CG9769,Dmel\CG9769,eIF3-S5,eif3f,eIF3f,Q9VN50"
LOC40588,Nep2,Neprilysin 2,PROTEIN_CODING,3.0,NM_001259985.2,FBgn0027570,Dmel_CG9761,3R,NT_033777.3,4719458,4731878,minus,3.0,NP_001246914.1,"BcDNA:GH07643,CG9761,Dmel\CG9761,DmNEP2,dNEP2,nep2,NEP2"
LOC40589,tacc,transforming acidic coiled-coil protein,PROTEIN_CODING,13.0,NM_001202240.2,FBgn0026620,Dmel_CG9765,3R,NT_033777.3,4733654,4749056,minus,13.0,NP_001189169.1,"acc,CG9765,d-tacc,D-tacc,D-TACC,Dmel\CG9765,dtacc,dTACC,DTACC,TACC,TACCdm"
LOC40590,CG44098,uncharacterized protein,PROTEIN_CODING,4.0,NM_001300231.1,FBgn0264907,Dmel_CG44098,3R,NT_033777.3,4750409,4773197,minus,4.0,NP_001287160.1,"CG12588,CG14654,CG31530,CG9767,Dmel\CG44098"
LOC40593,atms,antimeros,PROTEIN_CODING,2.0,NM_001275334.1,FBgn0010750,Dmel_CG2503,3R,NT_033777.3,4750035,4777490,plus,2.0,NP_001262263.1,"anon-WO0172774.113,anon-WO0172774.114,anon-WO0172774.116,Atms,CG2503,Dmel\CG2503,dPaf1,l(3)01456,l(3)02466,l(3)rK509,PAF,Paf1,PAF1"
LOC40594,CG14655,uncharacterized protein,PROTEIN_CODING,1.0,NM_141237.2,FBgn0037275,Dmel_CG14655,3R,NT_033777.3,4777497,4780302,minus,1.0,NP_649494.1,Dmel\CG14655
LOC40595,CG17387,uncharacterized protein,PROTEIN_CODING,1.0,NM_141238.2,FBgn0037276,Dmel_CG17387,3R,NT_033777.3,4781120,4784722,minus,1.0,NP_649495.1,Dmel\CG17387
LOC40596,ctrip,circadian trip,PROTEIN_CODING,11.0,NM_141239.5,FBgn0260794,Dmel_CG42574,3R,NT_033777.3,4786284,4812096,minus,11.0,NP_649496.3,"CG14656,CG17735,CG42574,Ctrip,CTRIP,CTRIP/TRIP12,Dmel\CG42574,TRIP12"
LOC40598,Hus1-like,Hus1-like,PROTEIN_CODING,2.0,NM_001275338.2,FBgn0026417,Dmel_CG2525,3R,NT_033777.3,4808336,4812096,minus,2.0,NP_001262267.1,"CG2525,Dmel\CG2525,DmHus1,Hus-1,hus1,Hus1"
LOC40599,CG1129,uncharacterized protein,PROTEIN_CODING,4.0,NM_001300235.1,FBgn0037279,Dmel_CG1129,3R,NT_033777.3,4811444,4816025,plus,4.0,NP_001287164.1,"Dmel\CG1129,Gmppb"
LOC40600,BBS5,Bardet-Biedl syndrome 5,PROTEIN_CODING,1.0,NM_141242.4,FBgn0037280,Dmel_CG1126,3R,NT_033777.3,4816318,4817776,plus,1.0,NP_649499.1,"CG1126,Dmel\CG1126"
LOC40602,CG14657,uncharacterized protein,PROTEIN_CODING,3.0,NM_001275339.1,FBgn0037282,Dmel_CG14657,3R,NT_033777.3,4817980,4821432,minus,3.0,NP_001262268.1,Dmel\CG14657
LOC40603,CG14658,uncharacterized protein,PROTEIN_CODING,1.0,NM_141245.2,FBgn0037283,Dmel_CG14658,3R,NT_033777.3,4829911,4830513,minus,1.0,NP_649502.1,Dmel\CG14658
LOC40604,CG14659,uncharacterized protein,PROTEIN_CODING,1.0,NM_141246.2,FBgn0037284,Dmel_CG14659,3R,NT_033777.3,4830849,4831297,minus,1.0,NP_649503.1,Dmel\CG14659
LOC40605,opa,odd paired,PROTEIN_CODING,2.0,NM_001382012.1,FBgn0003002,Dmel_CG1133,3R,NT_033777.3,4852813,4869979,plus,2.0,NP_001368991.1,"CG1133,Dmel\CG1133,Opa"
LOC40606,laf,labial associated factor,PROTEIN_CODING,2.0,NM_001300236.1,FBgn0020280,Dmel_CG14660,3R,NT_033777.3,4876005,4878533,minus,2.0,NP_001287165.1,"C6,CG14660,Dmel\CG14660"
LOC40607,Gnf1,Germ line transcription factor 1,PROTEIN_CODING,2.0,NM_001014605.3,FBgn0004913,Dmel_CG1119,3R,NT_033777.3,4906622,4910081,plus,2.0,NP_001014605.1,"CG1119,Dmel\CG1119,DmRFC1,dRF-Cp140,dRFC140,Gnf-1,gnf1,GTF-1,gtf1,Gtf1,ONF-CAACAA,RF-C 140,RfC,RFC,rfc1,RFC1,RfC140,RFC140"
